id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
48,get  Specification  Context,Spock  Execution  Context,Specification  Context,,get  Specification  Context  get  Current  Instance,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
49,get  Specification  Context,Spock  Execution  Context,Specification  Context,,get  Specification  Context  get  Current  Instance,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Spec  Runner,supervisor,Platform  Spec  Runner  run  Shared  Spec  run  Spec  create  Method  Info  For  Do  Run  Spec  create  Spec  Instance  run  Shared  Initializer  run  Shared  Initializer  create  Method  Info  For  Do  Run  Shared  Initializer  do  Run  Shared  Initializer  run  Setup  Spec  run  Setup  Spec  create  Method  Info  For  Do  Run  Setup  Spec  do  Run  Setup  Spec  run  Cleanup  Spec  run  Cleanup  Spec  create  Method  For  Do  Run  Cleanup  Spec  do  Run  Cleanup  Spec  run  Feature  create  Method  Info  For  Do  Run  Feature  run  Iteration  create  Iteration  Info  create  Method  Info  For  Do  Run  Iteration  run  Parameterized  Feature  run  Initializer  run  Initializer  create  Method  Info  For  Do  Run  Initializer  do  Run  Initializer  run  Setup  run  Setup  create  Method  Info  For  Do  Run  Setup  do  Run  Setup  run  Feature  Method  run  Cleanup  run  Cleanup  create  Method  Info  For  Do  Run  Cleanup  do  Run  Cleanup  run  Iteration  Cleanups  invoke  invoke  Raw,1,0
50,stop  Capture,Print  Stream  boolean  Standard  Streams  Capturer,void,,set  Out  get  get  Delegates  set  Err  get  get  Delegates,Standard  Streams  Capturer,standard  Streams  Listeners  out  Stream  err  Stream,start  start  Capture  printed  stop  add  Standard  Streams  Listener  remove  Standard  Streams  Listener,Tee  Print  Stream,delegates,Tee  Print  Stream  Tee  Print  Stream  get  Delegates  stop  Delegation  flush  close  check  Error  set  Error  clear  Error  write  write  print  print  print  print  print  print  print  print  print  println  println  println  println  println  println  println  println  println  println  printf  printf  format  format  append  append  append  write,0,0
51,stop  Capture,Print  Stream  boolean  Standard  Streams  Capturer,void,,set  Out  get  get  Delegates  set  Err  get  get  Delegates,Tee  Print  Stream,delegates,Tee  Print  Stream  Tee  Print  Stream  get  Delegates  stop  Delegation  flush  close  check  Error  set  Error  clear  Error  write  write  print  print  print  print  print  print  print  print  print  println  println  println  println  println  println  println  println  println  println  printf  printf  format  format  append  append  append  write,Standard  Streams  Capturer,standard  Streams  Listeners  out  Stream  err  Stream,start  start  Capture  printed  stop  add  Standard  Streams  Listener  remove  Standard  Streams  Listener,1,1
52,get  Fallback  Name,Safe  Iteration  Name  Provider,String,,is  Report  Iterations  get  Feature  format  get  Name  get  Feature  get  Iteration  Index  get  Name  get  Feature,Safe  Iteration  Name  Provider,delegate,Safe  Iteration  Name  Provider  get  Name,Iteration  Info,iteration  Index  data  Values  estimated  Num  Iterations  cleanups  data  Variables,Iteration  Info  get  Feature  get  Reflection  get  Name  get  Iteration  Index  get  Data  Values  get  Data  Variables  get  Estimated  Num  Iterations  add  Cleanup  get  Cleanups,0,0
53,get  Fallback  Name,Safe  Iteration  Name  Provider,String,,is  Report  Iterations  get  Feature  format  get  Name  get  Feature  get  Iteration  Index  get  Name  get  Feature,Iteration  Info,iteration  Index  data  Values  estimated  Num  Iterations  cleanups  data  Variables,Iteration  Info  get  Feature  get  Reflection  get  Name  get  Iteration  Index  get  Data  Values  get  Data  Variables  get  Estimated  Num  Iterations  add  Cleanup  get  Cleanups,Safe  Iteration  Name  Provider,delegate,Safe  Iteration  Name  Provider  get  Name,1,1
54,get  Previous  Data  Table  Providers,List  String  Object  Platform  Parameterized  Spec  Runner,Object,,get  Previous  Data  Table  Variables  size  get  equals  add  format  to  Array,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  estimate  Num  Iterations  run  Iterations  close  Data  Providers  have  Next  create  Different  Number  Of  Data  Values  Exception  next  Args,Data  Provider  Info,data  Variables  previous  Data  Table  Variables  data  Provider  Method,get  Reflection  get  Data  Variables  set  Data  Variables  get  Previous  Data  Table  Variables  set  Previous  Data  Table  Variables  get  Data  Provider  Method  set  Data  Provider  Method,0,0
55,get  Previous  Data  Table  Providers,List  String  Object  Platform  Parameterized  Spec  Runner,Object,,get  Previous  Data  Table  Variables  size  get  equals  add  format  to  Array,Data  Provider  Info,data  Variables  previous  Data  Table  Variables  data  Provider  Method,get  Reflection  get  Data  Variables  set  Data  Variables  get  Previous  Data  Table  Variables  set  Previous  Data  Table  Variables  get  Data  Provider  Method  set  Data  Provider  Method,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  estimate  Num  Iterations  run  Iterations  close  Data  Providers  have  Next  create  Different  Number  Of  Data  Values  Exception  next  Args,1,1
56,estimate  Num  Iterations,Spock  Execution  Context  Object,int,,has  Errors  get  Error  Info  Collector  invoke  Method  Quietly  int  Value,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  run  Iterations  close  Data  Providers  have  Next  create  Different  Number  Of  Data  Values  Exception  next  Args,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,0,0
57,estimate  Num  Iterations,Spock  Execution  Context  Object,int,,has  Errors  get  Error  Info  Collector  invoke  Method  Quietly  int  Value,Spock  Execution  Context,engine  Execution  Listener  run  Context  runner  spec  current  Feature  current  Iteration  shared  Instance  current  Instance  parent  Id  error  Info  Collector,Spock  Execution  Context  set  Run  Context  set  Runner  set  Spec  set  Current  Feature  set  Current  Iteration  set  Shared  Instance  set  Current  Instance  set  Parent  Id  set  Error  Info  Collector  clone  get  Runner  get  Run  Context  with  Run  Context  with  Runner  with  Shared  Instance  with  Current  Instance  with  Spec  with  Current  Feature  with  Current  Iteration  with  Error  Info  Collector  with  Parent  Id  get  Shared  Instance  get  Current  Instance  get  Spec  get  Current  Feature  get  Current  Iteration  get  Parent  Id  get  Error  Info  Collector  sneaky  Invoke,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  run  Iterations  close  Data  Providers  have  Next  create  Different  Number  Of  Data  Values  Exception  next  Args,1,0
58,create  Different  Number  Of  Data  Values  Exception,Data  Provider  Info  boolean,Spock  Execution  Exception,,format  get  get  Data  Variables  get  Parent  get  Parent  get  Name  get  Reflection  get  Name  get  Filename  get  Line  set  Stack  Trace,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  estimate  Num  Iterations  run  Iterations  close  Data  Providers  have  Next  next  Args,Data  Provider  Info,data  Variables  previous  Data  Table  Variables  data  Provider  Method,get  Reflection  get  Data  Variables  set  Data  Variables  get  Previous  Data  Table  Variables  set  Previous  Data  Table  Variables  get  Data  Provider  Method  set  Data  Provider  Method  get  Previous  Data  Table  Providers,0,0
59,create  Different  Number  Of  Data  Values  Exception,Data  Provider  Info  boolean,Spock  Execution  Exception,,format  get  get  Data  Variables  get  Parent  get  Parent  get  Name  get  Reflection  get  Name  get  Filename  get  Line  set  Stack  Trace,Data  Provider  Info,data  Variables  previous  Data  Table  Variables  data  Provider  Method,get  Reflection  get  Data  Variables  set  Data  Variables  get  Previous  Data  Table  Variables  set  Previous  Data  Table  Variables  get  Data  Provider  Method  set  Data  Provider  Method  get  Previous  Data  Table  Providers,Platform  Parameterized  Spec  Runner,,Platform  Parameterized  Spec  Runner  run  Parameterized  Feature  create  Data  Providers  create  Iterators  estimate  Num  Iterations  run  Iterations  close  Data  Providers  have  Next  next  Args,1,0
60,get  Type  Hint,Failed  Equality  Comparison  Renderer,String,,void  Aware  Get  Class  get  Value  get  Canonical  Name  get  Name,Failed  Equality  Comparison  Renderer,,render  add  Type  Hints  render  Irrelevant,Expression  Info,text  not  available  value  not  available  region  anchor  operation  children  text  value  rendered  Value  relevant,to  String  Expression  Info  Expression  Info  get  Region  get  Anchor  get  Operation  get  Children  get  Text  set  Text  get  Value  set  Value  get  Rendered  Value  set  Rendered  Value  get  Effective  Rendered  Value  is  Relevant  set  Relevant  shift  Vertically  iterator  in  Prefix  Order  in  Postfix  Order  in  Custom  Order  is  Equality  Comparison  is  Instance  Of  Comparison  is  Equality  Comparison  collect  Prefix  collect  Postfix,0,0
61,get  Type  Hint,Failed  Equality  Comparison  Renderer,String,,void  Aware  Get  Class  get  Value  get  Canonical  Name  get  Name,Expression  Info,text  not  available  value  not  available  region  anchor  operation  children  text  value  rendered  Value  relevant,to  String  Expression  Info  Expression  Info  get  Region  get  Anchor  get  Operation  get  Children  get  Text  set  Text  get  Value  set  Value  get  Rendered  Value  set  Rendered  Value  get  Effective  Rendered  Value  is  Relevant  set  Relevant  shift  Vertically  iterator  in  Prefix  Order  in  Postfix  Order  in  Custom  Order  is  Equality  Comparison  is  Instance  Of  Comparison  is  Equality  Comparison  collect  Prefix  collect  Postfix,Failed  Equality  Comparison  Renderer,,render  add  Type  Hints  render  Irrelevant,1,1
62,add  Type  Hint,Expression  Info,void,,get  Rendered  Value  void  Aware  Get  Class  get  Value  set  Rendered  Value  get  Rendered  Value  get  Name,Failed  Instance  Of  Comparison  Renderer,,render,Expression  Info,text  not  available  value  not  available  region  anchor  operation  children  text  value  rendered  Value  relevant,to  String  Expression  Info  Expression  Info  get  Region  get  Anchor  get  Operation  get  Children  get  Text  set  Text  get  Value  set  Value  get  Rendered  Value  set  Rendered  Value  get  Effective  Rendered  Value  is  Relevant  set  Relevant  shift  Vertically  iterator  in  Prefix  Order  in  Postfix  Order  in  Custom  Order  is  Equality  Comparison  is  Instance  Of  Comparison  is  Equality  Comparison  collect  Prefix  collect  Postfix  get  Type  Hint,0,0
63,add  Type  Hint,Expression  Info,void,,get  Rendered  Value  void  Aware  Get  Class  get  Value  set  Rendered  Value  get  Rendered  Value  get  Name,Expression  Info,text  not  available  value  not  available  region  anchor  operation  children  text  value  rendered  Value  relevant,to  String  Expression  Info  Expression  Info  get  Region  get  Anchor  get  Operation  get  Children  get  Text  set  Text  get  Value  set  Value  get  Rendered  Value  set  Rendered  Value  get  Effective  Rendered  Value  is  Relevant  set  Relevant  shift  Vertically  iterator  in  Prefix  Order  in  Postfix  Order  in  Custom  Order  is  Equality  Comparison  is  Instance  Of  Comparison  is  Equality  Comparison  collect  Prefix  collect  Postfix  get  Type  Hint,Failed  Instance  Of  Comparison  Renderer,,render,1,0
64,change  Shared  Field  Internal  Name,Spec  Rewriter,void,,rename  get  Ast  get  Shared  Field  Name  get  Name,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  move  Initializer  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept,0,0
65,change  Shared  Field  Internal  Name,Spec  Rewriter,void,,rename  get  Ast  get  Shared  Field  Name  get  Name,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  move  Initializer  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,1,1
66,determine  Visibility  For  Shared  Field  Accessor,Field,int,,get  Owner  get  Visibility  get  Ast,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  move  Initializer  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept  change  Shared  Field  Internal  Name,0,0
67,determine  Visibility  For  Shared  Field  Accessor,Field,int,,get  Owner  get  Visibility  get  Ast,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept  change  Shared  Field  Internal  Name,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  move  Initializer  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,1,0
68,move  Initializer,Field  Method  int,void,,add  get  Ast  get  First  Block  get  Ast  set  Initial  Value  Expression  get  Ast,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,Method,first  Block  last  Block  Block  Iterable  first  block,Method  get  First  Block  get  Last  Block  get  Statements  get  Blocks  add  Block  accept  check  Block  Iterable  iterator  has  Next  next  remove,0,0
69,move  Initializer,Field  Method  int,void,,add  get  Ast  get  First  Block  get  Ast  set  Initial  Value  Expression  get  Ast,Method,first  Block  last  Block  Block  Iterable  first  block,Method  get  First  Block  get  Last  Block  get  Statements  get  Blocks  add  Block  accept  check  Block  Iterable  iterator  has  Next  next  remove,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,1,0
70,move  Initializer,Field  Method  int,void,,add  get  Ast  get  First  Block  get  Ast  set  Initial  Value  Expression  get  Ast,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept  change  Shared  Field  Internal  Name,0,0
71,move  Initializer,Field  Method  int,void,,add  get  Ast  get  First  Block  get  Ast  set  Initial  Value  Expression  get  Ast,Field,ordinal  has  Initial  Expression  is  Shared  owner,Field  get  Ordinal  is  Shared  set  Shared  get  Owner  set  Owner  has  Initial  Expression  accept  change  Shared  Field  Internal  Name,Spec  Rewriter,node  Cache  lookup  error  Reporter  spec  spec  Depth  method  block  method  Has  Condition  moved  Stats  Back  To  Method  then  Block  Chain  Has  Exception  Condition  field  Initializer  Count  shared  Field  Initializer  Count  old  Value  Count,Spec  Rewriter  visit  Spec  compute  Depth  visit  Field  handle  Shared  Field  create  Shared  Field  Getter  create  Shared  Field  Setter  determine  Visibility  For  Shared  Field  Accessor  move  Shared  Field  Initializer  make  Shared  Field  Protected  And  Volatile  handle  Non  Shared  Field  visit  Method  check  Field  Access  In  Fixture  Method  transplant  Method  create  Internal  Name  copy  Method  handle  Where  Block  visit  Method  Again  visit  Any  Block  visit  Then  Block  move  Interactions  create  Mock  Controller  Call  visit  Cleanup  Block  create  Variable  Not  Null  Expression  create  Variable  Declaration  Statement  create  Cleanup  Try  Catch  create  Throwable  Assignment  And  Rethrow  Catch  Statement  create  Handle  Suppressed  Throwable  Statement  get  Current  Spec  get  Current  Method  get  Current  Block  define  Recorders  capture  Old  Value  get  Specification  Context  get  Mock  Invocation  Matcher  set  Thrown  Exception  get  Shared  Instance  get  Ast  Node  Cache  get  Initializer  Method  get  Source  Text  get  Error  Reporter  get  Shared  Initializer  Method  rewrite  When  Block  For  Exception  Condition  move  Variable  Declarations  create  Default  Value  Initializer  copy  Lhs  Variable  Expressions  copy  Var  Expr,1,0
